0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186
0.98222476,0.9875341,-0.31017232,-0.62088054,0.019816807,-0.7863049,-0.89862037,-0.76752037,-0.7192495,-0.6465777,-0.6106334,-0.5514328,-0.4605109,-0.39043838,-0.39800474,-0.33992425,-0.3132473,-0.22440518,-0.35794353,-0.31844172,-0.34622797,-0.4633133,-0.50546485,-0.37164342,-0.52315784,-0.56177306,-0.39917427,-0.870747,-0.95519525,-0.96619076,-0.9851211,-0.9875596,-0.98977965,-0.9957522,-0.99641323,-0.99907726,-0.99857336,-0.99788946,-0.68715066,-0.6490351,-0.662856,-0.60414785,-0.55960655,-0.5693252,-0.4791112,-0.6607276,-0.35493788,-0.61544347,-0.5712133,-0.36044785,-0.57893956,-0.7716454,-0.8161323,-0.5958389,-0.7287597,-0.76709217,-0.71802354,-0.8917572,-0.84436834,-0.81833607,-0.8282181,-0.81839776,-0.7592272,-0.74093914,-0.7781291,-0.6914567,-0.70116144,-0.6518839,-0.60348666,-0.5232957,-0.37938663,-0.3664092,-0.34866637,-0.2673008,-0.25755724,-0.23593321,-0.16566,-0.20457363,-0.15857373,-0.19399638,-0.17263593,-0.17351149,-0.13506773,-0.069324434,0.004280612,-0.07796069,0.038197927,-0.13492158,-0.14221472,-0.14532411,-0.06466634,-0.0053130263,-0.1977388,0.06267923,-0.4581823,-0.4275566,-0.52595305,-0.43245757,-0.4839866,-0.51433617,-0.4657869,-0.48721972,-0.46801904,-0.45176297,-0.4731855,-0.406054,-0.417299,-0.35888144,-0.35838628,-0.3223553,-0.2653647,-0.2663888,-0.30310696,-0.24348846,-0.15173233,-0.26127496,-0.29644197,-0.19421536,-0.27127364,-0.15744631,-0.519802,-0.51488173,-0.61423796,-0.535237,-0.5442956,-0.55098146,-0.49622902,-0.5177969,-0.5189272,-0.4982419,-0.45066297,-0.47283322,-0.4657864,-0.43609473,-0.4637187,-0.415165,-0.4543062,-0.45297214,-0.40894553,-0.42881855,-0.35771492,-0.36857018,-0.33078694,-0.3188373,-0.3838325,-0.45294368,-0.2544941,-0.325427,-0.3156141,-0.28471935,-0.3215079,-0.2764359,-0.27722076,-0.27773836,-0.23894764,-0.26686984,-0.26709363,-0.18401006,-0.21330301,-0.21030195,-0.15098116,-0.2201196,-0.19341053,-0.19757232,-0.12409773,-0.17473774,-0.13931675,-0.16983707,-0.103499845,-0.15046345,-0.14100929,-0.13524477,-0.11942486,-0.08817814,-0.089682035,-0.099292226,-0.07463295,-0.09124968,-0.09221442,-0.09280162,-0.0055068973,-0.10340556,-0.062110286,-0.043966454,-0.08741544,0.013120152,-0.06332853
-1.0,1.0,-0.9999865,-0.9999923,-0.5543442,0.38461852,0.7805306,0.70341593,0.5725108,0.59170574,0.5441738,0.54183894,0.58915895,0.4362816,0.58368546,0.5981096,0.5595977,0.71982795,0.6590947,0.55608016,0.70449805,0.32995078,0.2482933,0.47579902,-0.103501126,-0.33440292,0.01348594,-0.9998079,-0.9999995,-0.9999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.99755126,-0.99861896,-0.9893128,-0.99306667,-0.98366356,-0.9685828,-0.96738386,-0.96633315,-0.9538063,-0.9322664,-0.9391768,-0.96333766,-0.94306475,-0.82756186,-0.85839754,-0.9491585,-0.84662324,-0.63462,0.37673613,-0.09776301,0.88965994,0.9262705,0.86693513,0.938157,0.8887777,0.90513414,0.79422855,0.90793633,0.8797929,0.85678744,0.70657563,0.88889873,0.78116786,0.77741385,0.5747408,0.700533,0.56089276,0.5334917,0.56875324,0.53091896,0.5544341,0.4974836,0.47404304,0.5285629,0.37437922,0.42593977,0.48277998,0.4367468,0.5521694,0.9998788,0.99998343,0.99990493,0.99999255,0.9999978,0.99999756,0.999999,0.79649585,0.8470912,0.34345326,0.7181674,0.4810717,0.2819241,0.429495,0.30157924,0.3091603,0.32100838,0.24572682,0.3536434,0.35303274,0.3458431,0.38816902,0.45430815,0.5070147,0.46917978,0.59030354,0.49523523,0.65661335,0.48078448,0.39690185,0.5487605,0.43143553,0.59392124,-0.41853544,-0.47730014,-0.70404804,-0.578072,-0.51478827,-0.6285611,-0.4992532,-0.5442349,-0.5257656,-0.51577973,-0.49577236,-0.49690074,-0.46532667,-0.4744313,-0.46858075,-0.45363125,-0.43377,-0.44669145,-0.42665768,-0.4420462,-0.34684315,-0.37231553,-0.33603865,-0.3210546,-0.38044918,-0.45967883,-0.25171685,-0.3226765,-0.3182803,-0.27472267,-0.32809,-0.2694614,-0.26814845,-0.27852404,-0.2284312,-0.26363406,-0.2610455,-0.17923214,-0.20982535,-0.20450592,-0.14495003,-0.20643063,-0.18813442,-0.20032874,-0.100794196,-0.18911703,-0.13503863,-0.16493465,-0.11039865,-0.14508387,-0.13535829,-0.12818795,-0.11447186,-0.08572219,-0.08746362,-0.10019156,-0.06738086,-0.08686355,-0.09057966,-0.095376484,0.00022699684,-0.107976995,-0.05585342,-0.050885055,-0.071316995,0.014017789,-0.0056435703
-0.8279565,1.0,0.9999984,0.9990403,0.6215769,-0.8887643,-0.95759296,-0.8913879,-0.83019686,-0.76298434,-0.73533326,-0.67452896,-0.5889764,-0.54296327,-0.5372525,-0.49131954,-0.46965325,-0.39000025,-0.5434708,-0.4916932,-0.5547675,-0.64820695,-0.67242897,-0.56098706,-0.6747661,-0.65621775,-0.53372484,-0.7585757,-0.8296046,-0.83792055,-0.8318855,-0.8322039,-0.83161086,-0.89643264,-0.8914816,-0.84435123,-0.7764487,-0.8153813,-0.08454274,0.089552745,-0.23170237,-0.04261722,-0.077284895,-0.1712634,-0.011659533,-0.20164414,0.08498374,-0.12973535,0.025084918,0.12775376,0.03062645,-0.48306164,-0.5924453,0.19886076,-0.3180694,-0.47084796,-0.5413247,-0.91432333,-0.9541863,-0.9445508,-0.9528423,-0.9552084,-0.92809576,-0.9230651,-0.93092,-0.90507287,-0.9089553,-0.8782341,-0.8271221,-0.81397414,-0.6696181,-0.6387231,-0.5574275,-0.51471746,-0.44016504,-0.4400738,-0.36769795,-0.38553384,-0.35125196,-0.36671504,-0.32666874,-0.363128,-0.24914306,-0.2011129,-0.12184949,-0.20208886,-0.11402931,-0.92112863,-0.95677096,-0.93134135,-0.9582093,-0.9664462,-0.9831135,-0.9718524,-0.757851,-0.74178463,-0.71360224,-0.7127462,-0.69448835,-0.68919235,-0.67056465,-0.6696869,-0.6479305,-0.63571125,-0.63635343,-0.5899506,-0.60103446,-0.5485388,-0.544892,-0.5052086,-0.47221896,-0.46469694,-0.54399353,-0.4398938,-0.40408042,-0.44750616,-0.480682,-0.3981288,-0.45522568,-0.3661613,-0.59002095,-0.5744851,-0.6386594,-0.5819309,-0.5795114,-0.5849391,-0.53788483,-0.54804444,-0.54901445,-0.5296822,-0.4975981,-0.5038383,-0.4914988,-0.48114112,-0.49456385,-0.45775133,-0.4565937,-0.47287992,-0.4382311,-0.4475223,-0.37161034,-0.37515366,-0.34106955,-0.3338439,-0.3909351,-0.46463013,-0.25120655,-0.32848758,-0.32448032,-0.28755745,-0.33159968,-0.28137466,-0.28757542,-0.2808306,-0.24558446,-0.27448225,-0.26424393,-0.19179317,-0.21366958,-0.21399106,-0.15061922,-0.21872486,-0.19666974,-0.19824721,-0.12547217,-0.18137062,-0.13550141,-0.17678991,-0.102744736,-0.1529308,-0.13915369,-0.13059297,-0.123965934,-0.09678207,-0.09723984,-0.096019335,-0.07929058,-0.09897486,-0.097347364,-0.10550683,0.008944018,-0.107994884,-0.05896544,-0.04784969,-0.090326175,0.012487407,-0.0884178
0.9999916,0.9883164,0.9999989,0.99986356,0.59906936,-0.98991686,-0.99925405,-0.99442816,-0.9861013,-0.9772227,-0.9698394,-0.9507281,-0.93010145,-0.8779333,-0.9056542,-0.88279176,-0.8582174,-0.8500325,-0.9048322,-0.845557,-0.8968886,-0.89797944,-0.8891939,-0.85655844,-0.8582026,-0.7878804,-0.765352,0.66216755,0.9716617,0.9845229,0.9989929,0.9995932,0.99973124,0.99992555,0.99996734,0.9999936,0.9999903,0.999993,0.4147809,0.70944214,0.18506199,0.33734435,0.31375697,0.097787976,0.2443626,-0.11303855,0.46851385,0.045783304,0.22705981,0.57088804,0.27660117,-0.7398929,-0.8406273,0.3810582,-0.56714875,-0.8721122,-0.96426183,-0.99487454,-0.9994313,-0.999461,-0.99929744,-0.9996214,-0.9987595,-0.99867356,-0.9982612,-0.99817234,-0.9979172,-0.9962592,-0.99003404,-0.99428606,-0.9760875,-0.97187865,-0.9336792,-0.93755627,-0.8910762,-0.87877655,-0.85054505,-0.8582911,-0.8478086,-0.8340819,-0.81369257,-0.8433605,-0.7153095,-0.68330115,-0.64930457,-0.7029756,-0.6835143,-0.9999233,-0.99998933,-0.9999499,-0.99999446,-0.9999978,-0.99999905,-0.9999987,-0.9718079,-0.9691359,-0.9086579,-0.95395595,-0.9098366,-0.89112616,-0.8973768,-0.87824917,-0.86434907,-0.85970664,-0.84663504,-0.8373696,-0.8444511,-0.7977476,-0.80886304,-0.79971045,-0.78692514,-0.76329446,-0.8545567,-0.7533435,-0.77955,-0.75662607,-0.7662473,-0.7361664,-0.7520905,-0.7229136,-0.6910278,-0.62920094,-0.6119674,-0.61053675,-0.6087117,-0.58368236,-0.571796,-0.55815,-0.57612425,-0.53890485,-0.52794594,-0.52086025,-0.50548697,-0.50812006,-0.50364834,-0.48816967,-0.44211003,-0.48794207,-0.45204958,-0.46651897,-0.36955923,-0.40813074,-0.3428231,-0.3389527,-0.40117374,-0.45859417,-0.26372463,-0.3355555,-0.31731117,-0.30122238,-0.33032176,-0.28118932,-0.31501153,-0.27091154,-0.24843264,-0.29062167,-0.25516424,-0.19575208,-0.21248993,-0.20692256,-0.14535026,-0.22727957,-0.18615252,-0.20255321,-0.12816331,-0.17005563,-0.15332836,-0.17150989,-0.08675728,-0.16886644,-0.14073253,-0.14261147,-0.11723979,-0.101131715,-0.09252323,-0.095774285,-0.09355267,-0.09396939,-0.10426244,-0.102232926,0.011461028,-0.11157005,-0.06032513,-0.05040635,-0.0926178,0.00052564585,-0.11513377
1.0,-0.99999994,-1.0,-0.99999994,-0.96270776,-0.9752632,-0.99717534,-0.9855022,-0.9704353,-0.95183474,-0.9463277,-0.9134121,-0.881928,-0.7937991,-0.8395519,-0.7800986,-0.7466787,-0.68471324,-0.77352726,-0.66139984,-0.6783853,-0.6517694,-0.62248677,-0.6034303,-0.5665782,-0.5934107,-0.4175765,-0.64347446,-0.7673,-0.8367335,-0.9011894,-0.90272826,-0.94242007,-0.9624128,-0.9745219,-0.99999946,-0.9999993,-0.999834,-0.997522,-0.99565375,-0.99165374,-0.9954442,-0.98759943,-0.9859522,-0.98540175,-0.9953212,-0.9684504,-0.9880781,-0.9901721,-0.9752102,-0.99092096,-0.996041,-0.99819833,-0.99606,-0.9964971,-0.9985588,-0.99820447,-0.99746215,-0.99580526,-0.996501,-0.9949523,-0.9965667,-0.9921629,-0.9909633,-0.99065703,-0.98907065,-0.987942,-0.982248,-0.9680161,-0.9734039,-0.9287844,-0.9210432,-0.87013835,-0.8607879,-0.80868876,-0.7959743,-0.755774,-0.775555,-0.76394933,-0.7389701,-0.73816663,-0.7550779,-0.65409994,-0.60685545,-0.57946545,-0.63973767,-0.6008739,-0.9235757,-0.9530383,-0.9410296,-0.9665426,-0.9650942,-0.9815813,-0.9710625,-0.7854759,-0.75198126,-0.7247233,-0.739574,-0.69753706,-0.7013712,-0.68339473,-0.6730398,-0.6589021,-0.6372755,-0.6450883,-0.5998572,-0.60458493,-0.55172,-0.5594265,-0.5212454,-0.4829821,-0.46539727,-0.551712,-0.43904644,-0.4098532,-0.4563585,-0.49729514,-0.40079546,-0.47373202,-0.36182114,-0.6277925,-0.5922293,-0.6335669,-0.6015277,-0.5707414,-0.60131705,-0.5579923,-0.55646384,-0.5587423,-0.53532386,-0.52077633,-0.51303995,-0.4993476,-0.4981787,-0.4915343,-0.47647437,-0.44515827,-0.47841677,-0.4481042,-0.45367643,-0.37999293,-0.4053242,-0.34207082,-0.33957002,-0.40162823,-0.45583713,-0.26536304,-0.328316,-0.31875902,-0.3034203,-0.3301924,-0.28547746,-0.3081224,-0.26903108,-0.24742106,-0.28218055,-0.2551176,-0.1901384,-0.21528678,-0.212927,-0.15472078,-0.22082032,-0.19441496,-0.20030203,-0.11209827,-0.18516079,-0.14561221,-0.17367747,-0.09864948,-0.16442855,-0.14415406,-0.13994253,-0.10571565,-0.10273251,-0.085789666,-0.09982468,-0.101546705,-0.082986265,-0.098424986,-0.097137325,0.008132839,-0.10916118,-0.060764216,-0.047260206,-0.09268484,-0.006811972,-0.069617264
-0.90241265,0.9999859,1.0,0.9999997,0.9358533,-0.94391346,-0.9878542,-0.9460127,-0.91506994,-0.8852322,-0.8495515,-0.8074805,-0.7557055,-0.70060766,-0.7164091,-0.6986468,-0.67077017,-0.6546148,-0.7575466,-0.7139692,-0.7958679,-0.85889196,-0.86594474,-0.7823251,-0.85751396,-0.7922756,-0.7704461,0.051642556,0.7581187,0.8592749,0.9814855,0.99066734,0.99496514,0.99749553,0.9989976,0.9999998,0.99999976,0.99999297,0.9714428,0.983639,0.9051045,0.9591946,0.92193294,0.87154585,0.91415375,0.86190045,0.93865377,0.8258014,0.9031289,0.9598504,0.9052063,0.26940843,0.20228684,0.94996285,0.6108582,0.2735512,-0.2713347,-0.9334152,-0.9889588,-0.9867462,-0.9871047,-0.99021,-0.9788059,-0.9775836,-0.9767682,-0.9693427,-0.96864015,-0.95442814,-0.9236988,-0.9292481,-0.8406561,-0.83179724,-0.748631,-0.73543686,-0.66765565,-0.63781655,-0.5788547,-0.5991631,-0.57090384,-0.5794186,-0.5389926,-0.5799883,-0.42497733,-0.38150093,-0.31416333,-0.38381764,-0.32435188,-0.9983958,-0.99961394,-0.9986752,-0.9996549,-0.9998419,-0.9999131,-0.9998476,-0.92664295,-0.9189337,-0.8391823,-0.8943433,-0.8361175,-0.815684,-0.81471777,-0.79741883,-0.78146356,-0.77292717,-0.76307726,-0.74433947,-0.7488672,-0.692986,-0.7045292,-0.6834641,-0.6592554,-0.6345356,-0.74137884,-0.62254924,-0.630326,-0.62907815,-0.6458217,-0.5930494,-0.6165891,-0.5781004,-0.626488,-0.58837944,-0.6223043,-0.5856689,-0.5957753,-0.57153136,-0.54681575,-0.542177,-0.5621501,-0.51948965,-0.5035548,-0.50565475,-0.493706,-0.48338255,-0.4941056,-0.46503863,-0.44623557,-0.47057784,-0.43382064,-0.45854464,-0.3473195,-0.39157742,-0.34000498,-0.3295818,-0.38874066,-0.45983958,-0.25579715,-0.3325521,-0.31838518,-0.28600964,-0.33071557,-0.2722374,-0.2933877,-0.2756015,-0.24011576,-0.27819377,-0.2661739,-0.19155258,-0.21508783,-0.20441495,-0.14033392,-0.22677986,-0.18321364,-0.19948184,-0.13510184,-0.16911864,-0.14884076,-0.1713119,-0.08731048,-0.15881069,-0.14422011,-0.13561316,-0.11421124,-0.097522296,-0.09315785,-0.097210824,-0.08429441,-0.097589426,-0.10053669,-0.09756854,0.008243022,-0.11279684,-0.058278207,-0.04158081,-0.09647935,0.009316678,-0.09990452
-0.97417885,0.99999696,-0.8062706,-0.87856126,-0.032995433,-0.67218995,-0.77050704,-0.5935217,-0.5269094,-0.43784532,-0.3891787,-0.3290659,-0.23254678,-0.20399314,-0.19285876,-0.10635554,-0.09885319,0.043325346,-0.107949816,-0.09886868,-0.0749488,-0.342256,-0.39329353,-0.19281958,-0.49323013,-0.5423827,-0.36904225,-0.97115576,-0.9965219,-0.99803036,-0.9996605,-0.9997919,-0.99985844,-0.99996614,-0.99997914,-0.99999774,-0.9999952,-0.9999918,-0.9119193,-0.90575266,-0.86500126,-0.864785,-0.8105504,-0.79331195,-0.75868356,-0.8224685,-0.68765134,-0.7400869,-0.73722696,-0.6878716,-0.7288465,-0.7954925,-0.8436897,-0.7340323,-0.7500297,-0.75081587,-0.5346357,-0.8284457,-0.6335438,-0.5513214,-0.6218849,-0.55989367,-0.5023743,-0.46707362,-0.59699494,-0.4081986,-0.45320216,-0.39172935,-0.4369808,-0.26556003,-0.2025574,-0.19628191,-0.26216266,-0.14859442,-0.20157582,-0.18446264,-0.11467138,-0.16031247,-0.12371477,-0.15276833,-0.1597477,-0.1349279,-0.12547934,-0.076241,0.0011572647,-0.0687391,0.028946342,0.6796078,0.7699666,0.6771915,0.80760574,0.8573365,0.79681724,0.8907398,-0.1807295,-0.08166259,-0.3647842,-0.1932817,-0.28086978,-0.36436486,-0.28070077,-0.33538136,-0.3042591,-0.2960358,-0.3211228,-0.24318011,-0.2618549,-0.1993985,-0.19340247,-0.14519858,-0.081196524,-0.09051587,-0.10167052,-0.06274352,0.05912225,-0.0767102,-0.14330907,-0.0014944046,-0.09733183,0.038322076,-0.5158816,-0.5203257,-0.6538264,-0.5729623,-0.5449438,-0.59256923,-0.51203096,-0.53688383,-0.53020257,-0.51482224,-0.48358575,-0.49529615,-0.47422096,-0.4732241,-0.46962988,-0.45247167,-0.43698457,-0.45413595,-0.4270896,-0.44360352,-0.35489678,-0.38435295,-0.3326005,-0.33730265,-0.37897247,-0.45346844,-0.25517482,-0.33018947,-0.30998987,-0.28335896,-0.3269947,-0.27211028,-0.28716165,-0.27320924,-0.23322284,-0.27535805,-0.2623059,-0.18356453,-0.21692297,-0.20792831,-0.14620529,-0.21824938,-0.18674749,-0.2074167,-0.11484505,-0.17542094,-0.1508859,-0.16383573,-0.10032628,-0.15422866,-0.14071,-0.13441357,-0.115581036,-0.0875571,-0.08410325,-0.0976575,-0.07462492,-0.07968284,-0.09218291,-0.08327169,-0.011514439,-0.09934356,-0.05743917,-0.046739947,-0.075281605,0.0074140634,-0.04344026
-0.14018643,-0.9999937,-1.0,-0.99999994,-0.92747927,-0.6966862,-0.78449064,-0.64648986,-0.53568196,-0.43614724,-0.40388468,-0.33949023,-0.23259018,-0.17801864,-0.17499483,-0.088263676,-0.072213225,0.09341063,-0.04001632,-0.01707572,0.05817032,-0.11363464,-0.1673466,-0.037122224,-0.25115865,-0.39695713,-0.14988734,-0.97940093,-0.9988662,-0.9995425,-0.9999687,-0.99998534,-0.99999356,-0.9999989,-0.9999996,-1.0,-1.0,-1.0,-0.99691886,-0.99664515,-0.9902357,-0.9936984,-0.98567486,-0.9813036,-0.9801779,-0.99001426,-0.970012,-0.981262,-0.9853954,-0.97775334,-0.9869544,-0.9786114,-0.986066,-0.99316025,-0.98265254,-0.9789941,-0.921435,-0.91653496,-0.508845,-0.44732594,-0.5106932,-0.399859,-0.40030867,-0.33525938,-0.51735586,-0.29924488,-0.35692015,-0.29455858,-0.41832495,-0.2084271,-0.19623731,-0.20023468,-0.2806122,-0.14845474,-0.20222864,-0.20384187,-0.13404608,-0.18136354,-0.15019523,-0.16270159,-0.19417205,-0.15554507,-0.1919945,-0.12918665,-0.06066797,-0.12803057,-0.032684892,0.96611273,0.9864677,0.9637545,0.9892811,0.99454975,0.99245614,0.99623895,0.22200704,0.34359986,-0.1552911,0.15476571,-0.030985361,-0.16662869,-0.056676578,-0.13975695,-0.11827945,-0.10113466,-0.1525916,-0.0527395,-0.05806088,-0.022620406,-0.015456269,0.04454075,0.11065066,0.091338225,0.13922183,0.11841853,0.26615572,0.10368673,0.024003763,0.18349409,0.055371594,0.231432,-0.48538262,-0.49924648,-0.6555096,-0.5603295,-0.5253046,-0.5960023,-0.49877575,-0.5331809,-0.5169198,-0.5132622,-0.4697812,-0.48466593,-0.4694693,-0.4542403,-0.46467245,-0.43893358,-0.44284672,-0.45366898,-0.42023486,-0.43599737,-0.35648745,-0.38002673,-0.33033735,-0.32716334,-0.3866328,-0.45258695,-0.25213712,-0.3267895,-0.31010982,-0.28339562,-0.3243491,-0.27412194,-0.2885915,-0.27237597,-0.23904723,-0.27350587,-0.2573989,-0.18473692,-0.2123945,-0.20744613,-0.14316528,-0.21191296,-0.19307859,-0.20146425,-0.107198335,-0.18206246,-0.14200212,-0.16551647,-0.10489608,-0.15093717,-0.13994104,-0.12807299,-0.109660424,-0.09722339,-0.08192849,-0.096896954,-0.07637944,-0.07913652,-0.09593901,-0.085562155,-0.0040505882,-0.10075839,-0.055523187,-0.050493725,-0.0809695,0.003909497,-0.041769937
1.0,-0.94514835,-0.99999756,-0.9983807,-0.71530586,-0.9748845,-0.9970599,-0.98423725,-0.97000945,-0.951352,-0.93986404,-0.9155056,-0.87898105,-0.791544,-0.8352978,-0.77662325,-0.74457014,-0.6903134,-0.78686804,-0.6891444,-0.73452973,-0.74851185,-0.72163135,-0.6734346,-0.68794847,-0.6491682,-0.55174476,-0.455073,-0.35910052,-0.39787057,-0.24652664,-0.15711647,-0.22320399,-0.3084719,-0.2961793,-0.9957593,-0.9948463,-0.8969928,-0.9461583,-0.90651315,-0.91054064,-0.92485875,-0.8771823,-0.8861714,-0.86701673,-0.9505209,-0.75685924,-0.91136867,-0.90774477,-0.77601236,-0.91038,-0.9779269,-0.98840714,-0.9394362,-0.9747475,-0.9905267,-0.99317944,-0.9957241,-0.9968468,-0.9971091,-0.9960103,-0.9973049,-0.9932517,-0.9924061,-0.99122405,-0.9902654,-0.9890318,-0.9836085,-0.96300787,-0.9716467,-0.9156471,-0.9054295,-0.83891445,-0.83312696,-0.7611722,-0.7491276,-0.69976914,-0.71721476,-0.7063872,-0.6862779,-0.66419125,-0.69335866,-0.5615261,-0.51507336,-0.47411424,-0.5373231,-0.4897879,-0.9881391,-0.99556637,-0.9911126,-0.9967679,-0.9975225,-0.9987197,-0.99811274,-0.8680935,-0.8613707,-0.7905725,-0.8247814,-0.7831218,-0.7663786,-0.76057166,-0.7466821,-0.7307116,-0.71659046,-0.7160954,-0.6872447,-0.6894557,-0.6375142,-0.64684206,-0.6220473,-0.58984345,-0.56671315,-0.66607344,-0.55043817,-0.5501722,-0.55968016,-0.585707,-0.51725936,-0.5700114,-0.48760945,-0.62839305,-0.5918989,-0.6178995,-0.5919422,-0.5760711,-0.58543026,-0.55701184,-0.54564613,-0.5599355,-0.5268853,-0.5088796,-0.50661755,-0.4957202,-0.48837072,-0.49289697,-0.4694168,-0.43762362,-0.4741001,-0.43453243,-0.44974867,-0.36992234,-0.3922247,-0.33574554,-0.33237228,-0.39648828,-0.4530227,-0.25722072,-0.33237138,-0.31548837,-0.2935675,-0.32502747,-0.28117362,-0.30236664,-0.26427937,-0.2416831,-0.28273553,-0.24917242,-0.19050434,-0.20970872,-0.2061349,-0.15041026,-0.22168826,-0.18811923,-0.19684795,-0.11828778,-0.17250873,-0.14719951,-0.16897975,-0.09840754,-0.15264948,-0.13799897,-0.14001471,-0.11013402,-0.09475168,-0.09146307,-0.09267849,-0.0902063,-0.08506117,-0.09599831,-0.09225606,0.003586439,-0.10670778,-0.06328068,-0.035202023,-0.093487754,0.0039963806,-0.06916452
0.9928956,-1.0,-0.9999413,-0.99957585,-0.6308297,-0.94877917,-0.98988074,-0.9584601,-0.926463,-0.89769304,-0.8742471,-0.8284561,-0.7803814,-0.68846697,-0.73180413,-0.6750147,-0.64149594,-0.5879596,-0.6947389,-0.61165696,-0.66033494,-0.70793605,-0.7060087,-0.6253215,-0.6873576,-0.6329272,-0.56358945,-0.5381226,-0.4338279,-0.47644755,-0.39265746,-0.31756517,-0.39045355,-0.4767886,-0.4689515,-0.9690946,-0.9626655,-0.77070516,-0.8989659,-0.83350885,-0.84922254,-0.8708885,-0.80623823,-0.81972116,-0.79796827,-0.9110026,-0.6332779,-0.85257536,-0.8413928,-0.6413273,-0.8508471,-0.9463167,-0.96849984,-0.88632894,-0.9352977,-0.9668135,-0.9673583,-0.9848183,-0.9851008,-0.98478156,-0.9832676,-0.98632395,-0.97457373,-0.97102547,-0.9742531,-0.96540415,-0.9647683,-0.9505798,-0.93139076,-0.9337522,-0.8657495,-0.85983926,-0.80263656,-0.78018606,-0.7331836,-0.7115359,-0.6608939,-0.6852007,-0.6699996,-0.6472553,-0.650955,-0.65979177,-0.5592891,-0.512745,-0.47082043,-0.5319648,-0.48958528,-0.9319859,-0.9607688,-0.9486681,-0.9683137,-0.97364396,-0.984086,-0.9708249,-0.7654611,-0.72700447,-0.68967354,-0.71063495,-0.65757674,-0.6693934,-0.6472569,-0.63907486,-0.6203025,-0.6053661,-0.6095159,-0.5658943,-0.56933266,-0.50993925,-0.5186393,-0.49252114,-0.44871694,-0.42171443,-0.51596504,-0.40058595,-0.3695755,-0.41711923,-0.4568945,-0.3606696,-0.4263598,-0.32680225,-0.60548115,-0.56949574,-0.63847405,-0.58943224,-0.57069236,-0.5929278,-0.54617035,-0.5443045,-0.55701584,-0.5230817,-0.5055659,-0.50686324,-0.49085522,-0.4872207,-0.4845729,-0.47282317,-0.4296858,-0.46575582,-0.43667468,-0.4574958,-0.35472897,-0.40108642,-0.33764037,-0.33100522,-0.39313924,-0.452979,-0.25801095,-0.33087105,-0.31059748,-0.2897574,-0.32997012,-0.2740155,-0.30183017,-0.2689475,-0.23682103,-0.28473595,-0.25135347,-0.18722232,-0.21547395,-0.20176265,-0.13958344,-0.2232841,-0.18449953,-0.20444685,-0.1221277,-0.16967922,-0.15675507,-0.162398,-0.08468638,-0.16547582,-0.13658614,-0.14079155,-0.11268438,-0.0931759,-0.087527655,-0.09688668,-0.0819752,-0.08562184,-0.10053796,-0.08827236,0.0025852078,-0.10935286,-0.058607437,-0.045961056,-0.08727047,0.0020084614,-0.07772355
